subject,task,run,trial,y,f0,f1,f2,f3,f4,f5
S003,imagery,R04,1,1.0,15.30427623274178,15.369085845543795,15.500174377947863,16.086864726209907,16.096178902515387,16.010967020811293
S003,imagery,R04,3,0.0,15.086682053644905,14.896261997490244,15.035875790983537,16.360586392277266,16.045982502142408,16.03143983962416
S003,imagery,R04,5,1.0,15.36751153950204,15.319827840556307,15.731388882726499,16.774097244667242,16.371426965223502,16.587659412374865
S003,imagery,R04,7,0.0,15.492697687771425,15.318959449195745,15.656194520669455,16.61285300728146,16.32904511091902,16.52845365453672
S003,imagery,R04,9,1.0,15.875546061824615,15.854719841974047,15.946797139047419,16.56298360538723,16.34811533017655,16.48622802555954
S003,imagery,R04,11,0.0,16.352392278811546,15.89485976696644,16.216934361133504,16.591602502099075,16.32495550525377,16.443634155062163
S003,imagery,R04,13,0.0,15.491009044226356,15.443819101763596,15.419362363776372,16.6283718083496,16.554816257999228,16.561377803772018
S003,imagery,R04,15,1.0,15.245948250887853,15.261717694471896,15.358846212449377,16.75140694890136,16.64533052113851,16.705585842892088
S003,imagery,R04,17,0.0,15.683199895336537,15.677839473078611,15.822379609600592,16.211930114574525,15.903151631119266,16.089399605814698
S003,imagery,R04,19,1.0,16.676832696222302,15.863102108476212,16.475330856496058,16.244301328491918,15.984000854136513,16.0120711190375
S003,imagery,R04,21,0.0,15.795871256913673,15.687545136278574,15.9944617394246,16.437362106226427,16.284900180455484,16.437007634190017
S003,imagery,R04,23,1.0,15.35101355219264,14.837476874910314,15.372285357747291,16.408482560579458,16.212005530851616,16.174370416500892
S003,imagery,R04,25,1.0,16.721605531466196,15.828641539839968,16.47246150917755,16.130077569129668,15.898225002061244,16.030998317056575
S003,imagery,R04,27,0.0,16.25965186053609,15.888789340818306,16.376173967588386,16.409201413658646,16.257065696762034,16.292764720410464
S003,imagery,R04,29,0.0,15.322764855675183,15.379726331575801,15.497098610285521,16.206568994042566,16.147023231373137,16.272488383416984
S003,imagery,R08,1,0.0,15.039725790939727,15.163256290619525,15.16520000551298,15.434284266542393,15.314173777963731,15.331357482577987
S003,imagery,R08,3,1.0,15.32753238476349,15.369169801150466,15.360637370534551,15.077683481746044,15.228335057977137,15.15058438722204
S003,imagery,R08,5,0.0,14.86641007322522,15.058069678530241,14.971707058514236,15.368655299294906,15.544703691163397,15.365364918708586
S003,imagery,R08,7,1.0,15.981546477007402,15.60607490358169,15.981182568670981,15.58927657439464,15.507296135323482,15.47336653158315
S003,imagery,R08,9,1.0,15.544929113683041,15.322474471091034,15.653665151872838,15.26470160779548,15.317573532457802,15.264126877530655
S003,imagery,R08,11,0.0,15.435780177056671,15.53589938475548,15.70391943785216,15.476524058881834,15.535796566710733,15.452667314462307
S003,imagery,R08,13,0.0,14.690142094181153,14.883336896429936,14.955520090515074,15.656677202795382,15.41051724975304,15.042736139357412
S003,imagery,R08,15,1.0,15.293717813262527,14.514914903285337,15.029809405969948,15.175164957381979,15.492159567039653,15.124219234528592
S003,imagery,R08,17,1.0,15.190642483752594,15.67389586897631,15.703158987408678,15.721107776163405,16.216133332547713,15.827996621694362
S003,imagery,R08,19,0.0,15.01993941159405,15.232704126654157,15.409737462162626,15.133013800098789,15.511118852151546,15.042063677362718
S003,imagery,R08,21,0.0,15.490118328676514,15.019360432503804,15.369453202583939,15.53993649523945,15.810136181735963,15.52685583312079
S003,imagery,R08,23,1.0,16.454085522362536,16.1360457379154,16.408145952131065,15.74383483184691,15.707574467086054,15.794109105498357
S003,imagery,R08,25,1.0,15.639558180197437,15.40705261790099,15.622883358676127,15.53614945217271,15.565810043233805,15.40390408009214
S003,imagery,R08,27,0.0,15.484896537452801,15.127540869019303,15.117285262118035,15.43993585220723,15.327532443851618,15.24319196578513
S003,imagery,R08,29,1.0,15.680463651773996,15.519652012331607,15.637352324600428,15.55230388677022,15.705290098609785,15.498150825378877
S003,imagery,R12,1,1.0,15.534931292183835,14.890775148730281,15.471046919578566,15.630667927433656,15.422625993073659,15.55805855898452
S003,imagery,R12,3,0.0,15.102055767038792,14.39164614742591,14.700680057978428,15.686779910063489,15.485596160435152,15.567356107643834
S003,imagery,R12,5,1.0,16.038188611318443,16.04475980200311,16.473914000896368,15.518990894078767,15.315605065509638,15.582754283327592
S003,imagery,R12,7,0.0,15.857356988402332,15.458552436613406,15.762073827438178,15.821041787320056,15.749881773050864,15.757712012707564
S003,imagery,R12,9,0.0,16.381390980194872,15.750422574976335,16.028879960904874,15.90917039280327,15.53168704293725,15.721317035416506
S003,imagery,R12,11,1.0,16.29404122880768,16.219011069991033,16.127967084008727,16.00308717786296,15.823525660861469,15.901604934312736
S003,imagery,R12,13,0.0,15.82010080190605,15.61492525375695,15.791752270706022,16.505997298083706,16.448097642691106,16.503005400935518
S003,imagery,R12,15,1.0,15.989755887924396,15.275664718431658,15.77743026532114,16.275405224109626,16.06325056566404,16.22358907408411
S003,imagery,R12,17,1.0,15.691404607064754,15.140393916149607,15.640897872562103,16.521065959716154,16.33991519668822,16.359228916582804
S003,imagery,R12,19,0.0,16.330991643194366,16.101115915028945,16.428016393389196,15.839624490100274,15.731524488923986,15.771247895548509
S003,imagery,R12,21,0.0,15.028626350168745,14.72295756508185,14.988105109202953,16.235317657891812,16.045024726213,16.05487511919277
S003,imagery,R12,23,1.0,16.30959830677422,16.005265162161958,16.46029275289322,16.252199262505016,16.049548307297766,16.210731682593476
S003,imagery,R12,25,0.0,15.856698745958465,15.754708118762261,15.718970356270331,16.079721824934804,15.86791173143133,15.958532104573447
S003,imagery,R12,27,1.0,15.728215150243722,14.811752606161567,15.041448484174122,16.28381220968975,16.089607164124857,16.130041336228647
S003,imagery,R12,29,0.0,15.719720465563283,15.445288569787424,15.800494714003438,16.320531644338253,16.215792172053828,16.299335532322075
S007,imagery,R04,1,0.0,14.891407970754344,14.376060202921344,14.673665074634597,14.939381098736384,14.49920581959238,14.370537917777984
S007,imagery,R04,3,1.0,15.013061361762729,14.834879801767327,14.957148000513115,14.41512127666166,14.77213554037859,14.45778172711595
S007,imagery,R04,5,1.0,15.04674257579615,14.91131284253379,15.107667671052731,14.825978515398853,14.839091097228692,14.716712499706114
S007,imagery,R04,7,0.0,14.841272642254992,14.630195407798086,14.775022334196956,15.144260186871803,14.821263708708589,14.816182287078425
S007,imagery,R04,9,1.0,15.261006972251122,15.414774796116234,15.488086891992698,14.323221310302785,14.709468607122707,14.491571219294645
S007,imagery,R04,11,0.0,15.274180646855507,14.613888203357597,14.690048269370022,14.98452607924343,14.505460099080759,14.667822689048302
S007,imagery,R04,13,0.0,14.981556357072506,14.762817814167953,14.88657342883906,14.715320176516018,14.602969103652132,14.550282058799427
S007,imagery,R04,15,1.0,15.357267409305004,15.952342120373746,15.892267428460979,14.861685153444194,15.09601119645451,14.916890075442852
S007,imagery,R04,17,1.0,15.155985671226624,15.15522316204911,15.121615025406664,14.90414827399409,14.154955477702341,14.527782340133596
S007,imagery,R04,19,0.0,16.021502033572997,15.172575235767592,15.813292082929792,14.784703416681273,14.330817347023652,14.386427477962835
S007,imagery,R04,21,0.0,15.41056193684634,14.999042381913195,15.498858174720848,14.505465936001285,14.599377028564978,14.650238795334882
S007,imagery,R04,23,1.0,15.335359930509279,15.630605478470184,15.382832336931559,15.243962687914848,14.875741502771241,14.982463130196034
S007,imagery,R04,25,0.0,15.621744093211694,15.358263917726477,15.74018442586191,14.722333378091738,14.32880504414442,14.335972941908404
S007,imagery,R04,27,1.0,15.440189467190987,14.820766509482262,15.073513961036673,14.546325654794144,14.606608882452521,14.620137105664574
S007,imagery,R04,29,0.0,15.987350138778838,15.090933157159109,15.871537919027809,14.715034433592276,14.353376056331733,14.591090446824628
S007,imagery,R08,1,0.0,15.366092226831855,14.443004026530016,14.926860129268976,14.896501660886615,14.350498865080715,14.580836677386879
S007,imagery,R08,3,1.0,16.393238023319572,15.729732284124962,16.274536011656775,14.63814828010679,14.646958175287487,14.518027819585848
S007,imagery,R08,5,0.0,15.30344347897357,15.037070822967536,15.369108150582003,14.525431779832791,14.527847928904697,14.450673906898844
S007,imagery,R08,7,1.0,15.285196351222886,15.437731590595133,15.224861178685819,14.330458943161469,14.738822623107627,14.412680694887246
S007,imagery,R08,9,1.0,15.057766034500657,15.324487513687009,14.810103678554704,14.335201761954899,14.38609600797431,14.192357572331986
S007,imagery,R08,11,0.0,16.328641636394412,16.18553069968884,16.43832821365128,14.63909465499913,15.029442657624728,14.663663640831833
S007,imagery,R08,13,0.0,16.59366213386688,15.81610794024788,16.583670582557527,14.766318754324988,14.377959023376652,14.542254369110674
S007,imagery,R08,15,1.0,16.706733921143556,16.662996001602387,16.812104588191282,15.459656101619085,15.302770614118655,15.533838866552523
S007,imagery,R08,17,1.0,16.31038204721573,16.53422787280701,16.712883746588503,15.146903710436453,15.286427710219295,15.33335742831472
S007,imagery,R08,19,0.0,16.0333067350077,15.504009708719076,15.813188069149694,15.26674531608884,14.83342232009594,15.138935337035832
S007,imagery,R08,21,1.0,16.59780304176997,16.85219783179169,16.768545823128356,15.018236934006978,15.016123759288458,15.049598969829816
S007,imagery,R08,23,0.0,15.637275427618022,15.336857399958328,15.471779162548843,14.884771137904151,14.94122530543005,15.015918099094641
S007,imagery,R08,25,0.0,16.008130878969027,16.194548245136374,15.911397934094378,15.46704198748375,14.9647938785134,15.239790511704257
S007,imagery,R08,27,1.0,16.499755902622848,16.015688864934326,16.44429033115209,14.658394303696051,14.628441549772413,14.687699072347089
S007,imagery,R08,29,0.0,16.80458267406659,16.065661909731364,16.538420282568506,14.504499880973206,13.982985121487934,14.141929253981063
S007,imagery,R12,1,0.0,16.299439941442678,16.037114220667082,16.123319942231888,15.334078791886924,14.61086288810065,14.743463867294428
S007,imagery,R12,3,1.0,17.166374106845417,16.993019285343337,17.32952477087589,14.843947581338192,14.744315597860108,14.82631155387367
S007,imagery,R12,5,0.0,16.55214791640441,16.503397883221393,16.72539642781067,15.157088828096567,14.890946169412862,15.166995752907336
S007,imagery,R12,7,1.0,16.748659276770404,16.3019738783488,16.7580302097053,14.662985908273017,14.672574518712201,14.824540952430114
S007,imagery,R12,9,1.0,15.698994893948589,16.331555763992196,16.109302232954512,15.486066071588754,15.260175897215515,15.37595832072146
S007,imagery,R12,11,0.0,15.899607471352276,14.93824290017977,15.403443337912158,15.136473274788429,14.958238290463365,15.00653455721692
S007,imagery,R12,13,1.0,16.58109215659091,17.07047397585203,16.65296763938071,15.327881497736884,15.180228405657315,15.34878159291563
S007,imagery,R12,15,0.0,16.404191500437307,15.87364598490716,16.317832724874297,14.865316038824156,14.435961897099546,14.920777056237206
S007,imagery,R12,17,0.0,15.813522239348222,15.947512416289896,15.688221045618793,14.769075888815687,14.50123384848881,14.706629340279394
S007,imagery,R12,19,1.0,16.321785953813183,15.800296303962682,16.157458961032578,14.66962514476661,14.825963088252012,14.947624048245423
S007,imagery,R12,21,0.0,16.015709297333057,15.50299719129483,15.754481113795864,14.579357667873973,14.182514011600663,14.422406938525315
S007,imagery,R12,23,1.0,16.208160265089003,16.772457739353015,16.508614372410836,15.642112633806532,15.330731799482427,15.668531475731381
S007,imagery,R12,25,0.0,16.198952109843887,15.509920150231995,15.89949466219963,14.914751919822814,14.405262308045584,14.756014664734899
S007,imagery,R12,27,1.0,16.053392534493362,16.10110308289101,16.197917148869298,14.703323065533473,14.354980526582402,14.62933935701145
S007,imagery,R12,29,1.0,15.97466723211095,15.616361174495738,15.98271216197077,14.634972483188477,14.43943321948046,14.581024573079256
S011,imagery,R04,1,0.0,13.49058779639904,13.4930466986067,13.631311770158312,13.665896447374445,13.412369442655695,13.710150945366369
S011,imagery,R04,3,1.0,13.26315677531214,13.358412205799207,13.533409025370746,13.328225644664256,13.407531800561596,13.509532580598734
S011,imagery,R04,5,0.0,13.076792649684691,12.598634138271205,13.303454849907181,14.34299973226524,14.061705903684047,14.520508710711747
S011,imagery,R04,7,1.0,13.116711547934935,12.995242203937392,13.298312379773852,13.925306391013505,13.457387442190322,13.845297992980829
S011,imagery,R04,9,0.0,13.069438028344198,13.494172464485537,13.29561962297894,13.529651679928671,13.111620093805994,13.402193097552304
S011,imagery,R04,11,1.0,13.179662568020008,13.412519273734391,13.675056239440307,13.239235781305105,13.100474623802137,13.250575281129436
S011,imagery,R04,13,1.0,13.48694168403384,13.112954509868016,13.850757756393362,13.695491482244016,13.093911041222107,13.391708683969394
S011,imagery,R04,15,0.0,13.69423355350506,13.523650893259829,13.829562056568012,13.587353581276941,13.319712063017393,13.74926347723963
S011,imagery,R04,17,1.0,14.180722998278554,13.973870584977785,14.317528291987387,13.813182607031385,13.411739346085152,13.715635555476702
S011,imagery,R04,19,0.0,14.209337947535898,13.69028958111842,14.579571965889462,13.709858090923861,12.980466368290232,13.45477279295707
S011,imagery,R04,21,0.0,12.764320408265972,13.46367093072297,13.607654617025629,13.562945128692602,13.442727901087261,13.784933557499954
S011,imagery,R04,23,1.0,12.420899768107514,13.176038893546025,12.930053647928144,13.26423731484771,13.202244105349417,13.247513896057123
S011,imagery,R04,25,1.0,13.488702561450095,12.89730679828798,13.615358633938895,13.825154924534553,13.754172424105185,13.98937755854334
