subject,session,trial,n_channels_used,result,forcedresult,artifact,triallength,targetnumber,tasknumber,runnumber,exponent_low,exponent_high,whole_head_exponent,relative_alpha_power,relative_delta_power,spectral_edge_95,spectral_entropy,lempel_ziv,mu_c3,mu_c4,mu_mean,mu_lateralisation
4,1,0,10,nan,1.0,0.0,6.04,1.0,1.0,1.0,2.320231621711958,1.416175093221459,0.9897585132829338,0.0009417033225602859,0.9819550202782235,2.6450356528910888,0.09312217711640997,0.03563879892515178,0.0007883734673094716,6.893199800784768e-05,0.0004286527326586596,0.8391891786614624
4,1,1,10,1.0,1.0,0.0,0.88,2.0,1.0,1.0,1.222553155818364,0.5863285763530725,0.8155025976179178,0.0763604378240911,0.40756407095317976,37.00368529687224,0.8116874791243823,0.4331484792441524,0.06857707420378323,0.059093731501881984,0.06383540285283261,0.07427964952116249
4,1,2,10,0.0,0.0,0.0,2.16,1.0,1.0,1.0,1.5016076447264721,1.1480484511452658,0.9040782631999669,0.045340325744104744,0.42188299411783214,35.94008669987359,0.7634395880185055,0.45508004781347655,0.040875231148888545,0.11482347935190537,0.07784935525039696,-0.4749445128040399
4,1,3,10,1.0,1.0,0.0,1.28,2.0,1.0,1.0,0.8072508847609077,1.8466610072341134,1.0262083496883798,0.08267141900561348,0.47394485095124145,34.59190574677406,0.709426889868598,0.43863137138648345,0.10484571761821326,0.12224008951441614,0.1135429035663147,-0.07659823445524142
4,1,4,10,1.0,1.0,0.0,2.28,2.0,1.0,1.0,0.8081360167685179,1.68360178261042,1.072755007824227,0.09945516664760401,0.44747799844285097,37.31501028888829,0.6682496169450709,0.4304070331729869,0.09159553518932213,0.05817604681217893,0.07488579100075053,0.22313637828041544
4,1,5,10,0.0,0.0,0.0,2.64,1.0,1.0,1.0,2.396518453009578,0.35445199995720733,2.0013040446453836,0.02340905271843493,0.8179252505563622,17.159663866891716,0.4234874616003742,0.2851103914012142,0.11046784577171885,0.022756745676989203,0.06661229572435402,0.6583701938279072
4,1,6,10,1.0,1.0,0.0,3.48,2.0,1.0,1.0,1.292934233194196,1.3826565828417028,0.9553862868935207,0.06804827242669151,0.4075436829379582,35.99816127147798,0.8042062504867902,0.48249450852513176,0.05143612488290282,0.0699478400823075,0.06069198248260516,-0.15250544175839287
4,1,7,10,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.5612186970837065,1.3922174076145972,1.077545392137224,0.07252342546049065,0.5817993151148175,33.0481940893835,0.6177579005246959,0.3673537735361799,0.061073225603197376,0.07417150391154553,0.06762236475737146,-0.09684871532772243
4,1,8,10,0.0,0.0,0.0,4.36,1.0,1.0,1.0,1.392711498945038,2.0706234650707924,1.2070194318386318,0.06573197565411847,0.547173867666126,32.00922118281874,0.6156271634573678,0.40025112639016613,0.08735185468747617,0.05537617567864419,0.07136401518306018,0.224032230577338
4,1,9,10,1.0,1.0,0.0,2.76,2.0,1.0,1.0,1.2570767073002502,1.5322222878400051,0.7494244649990126,0.07231276094566005,0.3710318307266254,37.48966727465783,0.7953287432433507,0.5016846310232904,0.05677805003995862,0.07279826602935419,0.0647881580346564,-0.12363537161240214
4,1,10,10,0.0,0.0,0.0,5.0,1.0,1.0,1.0,2.112787937155835,0.9382343022252639,1.2861024473503915,0.026782721506086914,0.6557577947738327,22.66305390619175,0.569001514662901,0.3673537735361799,0.03874878454173421,0.01562645428393765,0.02718761941283593,0.4252363898929663
4,1,11,10,1.0,1.0,0.0,3.44,2.0,1.0,1.0,1.1180824345928364,1.1945310608448025,1.2224455473192173,0.09301388301805805,0.44948127662340864,35.48216585602894,0.7217618186032919,0.44685570959998,0.041095096227193005,0.09200598032767054,0.06655053827743178,-0.3824979137527287
