subject,task,run,trial,y,f0,f1,f2,f3,f4,f5
S004,executed,R03,1,1.0,13.234093375964823,13.485376839664097,13.558127609136855,13.771565087931084,13.695814859409731,14.259975320420113
S004,executed,R03,3,0.0,12.971262808959713,12.683029915067987,12.926684934028605,13.917471549800135,13.67779257623428,14.272054678618451
S004,executed,R03,5,1.0,13.193099274772662,13.352991457142148,13.222191076329537,13.997908624797303,13.60415894859239,14.033605420013503
S004,executed,R03,7,0.0,14.052049619581723,13.580840656671407,14.158548179858688,14.106987811709411,13.816975364455011,14.479504714544314
S004,executed,R03,9,0.0,13.62777265150378,13.488370577023206,13.690253382823604,13.70947256470223,13.718286234452231,14.220628149735392
S004,executed,R03,11,1.0,14.275003374670037,13.751558322861422,14.206621034500413,14.195243972328086,14.020557060751168,14.414799757440719
S004,executed,R03,13,0.0,13.064024473072262,12.807797044726513,12.959788421728009,14.096131702761285,13.833505579255927,14.025190745544835
S004,executed,R03,15,1.0,13.087645083826088,13.016469033525203,13.360569387254857,14.225818943233794,14.05848075498087,14.665258415447726
S004,executed,R03,17,1.0,13.519538848258135,13.371850647313066,13.51161388244177,13.963098707911824,13.639561514759704,14.047146775708036
S004,executed,R03,19,0.0,13.493623055973075,13.166648025970595,13.411354706740706,13.975768430827426,13.444145382328966,13.972300409899741
S004,executed,R03,21,1.0,12.71848715036213,12.426097599945932,12.332003334095484,14.128087273032158,14.156583665727528,14.581796491802402
S004,executed,R03,23,0.0,13.62857027379577,13.740211875126588,13.870506443278144,13.766038403309224,13.505001585844846,13.84944872476331
S004,executed,R03,25,1.0,13.916589454021919,13.606349101032443,13.867653974224911,14.322176382795762,14.128972261890915,14.555525304297277
S004,executed,R03,27,0.0,13.034735464950268,12.710254878802703,12.988537198963101,14.195080863235841,13.870373379725159,14.38070189911791
S004,executed,R03,29,1.0,14.00176150082732,13.894602593200995,14.43503190707992,14.362636613552159,14.105954608472517,14.595333774701093
S004,executed,R07,1,1.0,13.429998805274787,13.056200469163109,13.462048570048232,14.226319535323634,13.727980489668377,14.130119523961168
S004,executed,R07,3,0.0,12.96308928991609,13.174926478560472,13.302244750373351,13.506601291335246,12.948889874476828,13.434868155882606
S004,executed,R07,5,0.0,13.484294167563432,13.114025334973249,13.515568074603452,14.005224867504324,13.81660732103268,14.21566778126723
S004,executed,R07,7,1.0,13.231910375222233,12.954058570397711,12.897253092028592,13.817165348705666,13.8560655271565,14.097890218330566
S004,executed,R07,9,0.0,13.599783912000127,13.188615252865544,13.710522590465214,14.08772240232997,13.764303578078524,14.205348228187583
S004,executed,R07,11,1.0,13.624524840721994,13.851856398473457,14.000551437240212,13.951288079185007,13.757673036381513,14.282038886140635
S004,executed,R07,13,1.0,13.373461952247014,13.040374606771728,13.21735127185309,14.350713911073296,14.170404603137248,14.592692913804974
S004,executed,R07,15,0.0,13.469183211595572,12.79964601758884,13.09337367985878,14.019376999488994,13.612448478424104,13.995582156477253
S004,executed,R07,17,1.0,13.279667074420802,13.226605217750349,13.225299721240376,14.574699797614064,14.790237431371612,14.913661466702894
S004,executed,R07,19,0.0,13.960631194617964,13.672902719776344,13.894656239830823,14.657750227363469,14.099587244849047,14.536554148061025
S004,executed,R07,21,0.0,13.363915681064073,13.005628640804211,13.190819905662412,14.479834524691917,13.835130449685666,14.535146248096838
S004,executed,R07,23,1.0,13.157294843201754,12.791632127489184,12.891196361185585,13.515188451013392,13.71928349650776,13.987408795955124
S004,executed,R07,25,1.0,13.622797784285154,13.320331236853267,13.703795484120349,14.724046734852273,14.474397461106722,15.027640806756253
S004,executed,R07,27,0.0,13.92066488944716,13.593950555451432,13.965660478398096,14.00707226192277,13.504558492282348,13.99645756835782
S004,executed,R07,29,1.0,13.953080744775372,13.95115739905093,14.387458364773149,14.19157786965677,13.650641620734426,14.302154842561393
S004,executed,R11,1,0.0,13.571023814035835,13.222367582808205,13.581215182713203,13.896270334689701,13.729068786205202,13.957178096246851
S004,executed,R11,3,1.0,12.819010228824329,12.809749871775127,12.933326638174329,13.791099621310764,13.9334164521264,13.991768964500132
S004,executed,R11,5,1.0,13.375419728665355,13.327314260081366,13.355854950217745,13.790551729443019,13.169138755130104,14.032716362328047
S004,executed,R11,7,0.0,12.991867975099796,12.70595769954429,13.440928515354775,14.293477082981287,13.970542024018519,14.619951236546964
S004,executed,R11,9,0.0,13.565407788261936,13.211992344488662,13.611288966532287,14.15079741534688,13.84232717197143,14.408591428533533
S004,executed,R11,11,1.0,13.119502461463169,12.541614524660307,12.737641069231183,14.327702488403693,14.06809030202729,14.576555484187367
S004,executed,R11,13,0.0,13.154085472637577,13.011330186645035,13.458056296894757,14.131983009726161,13.681160744576903,14.280346540802698
S004,executed,R11,15,1.0,13.236518462731608,13.489898177722973,13.204706218235973,14.214594612696006,13.965982269339841,14.405556647794574
S004,executed,R11,17,0.0,13.264123818136936,13.231469812143049,13.37584479384348,13.897593992783248,13.755945463999963,14.005582041515943
S004,executed,R11,19,1.0,13.005058045346868,13.02663325991491,13.327731829141358,14.102471487822282,13.974762434787039,14.359966127976884
S004,executed,R11,21,0.0,13.370210241966422,12.96500676796758,13.149653661253515,14.208051464670573,13.775100611819246,14.304972536906561
S004,executed,R11,23,1.0,13.02385723530137,12.556482070283497,13.187677822415118,14.594948728413376,14.339124379045952,14.837907262043375
S004,executed,R11,25,1.0,14.212803653828134,13.92955244864568,14.478957358524344,15.105859766115001,14.911396510094976,15.362749996129187
S004,executed,R11,27,0.0,13.556139396743806,13.678281194806809,13.615894795566854,14.609541184184687,14.057390832460714,14.699172061600043
S004,executed,R11,29,0.0,12.807090758672343,12.644812990199997,12.795385091049146,14.095271712817322,13.638609010675555,14.399833882364613
S008,executed,R03,1,0.0,14.257822849024215,13.90395894433229,14.212698328814263,14.35433109914304,14.32403644480281,14.363354769457054
S008,executed,R03,3,1.0,14.569670324043868,14.474632142892235,14.457049620702549,14.398479782374084,14.285504456530186,14.418460642833594
S008,executed,R03,5,0.0,14.76157672136044,14.166941101909103,14.603519594829953,14.12387853227698,14.24983120619249,14.361829881234323
S008,executed,R03,7,1.0,13.887007730105335,13.55743646511557,13.949368601013044,14.437470753741044,14.19778770758937,14.398565012003587
S008,executed,R03,9,1.0,14.641041903530018,14.623689726302175,14.81078869780844,14.618896907291585,14.208825921384575,14.448291186630883
S008,executed,R03,11,0.0,13.911614763440413,13.983519557540497,14.188464073141729,14.720643913723583,14.384914018943025,14.491944719147153
S008,executed,R03,13,0.0,14.438094065212494,14.506555697015976,14.661137969461343,14.524093947147144,14.262545633380197,14.293797242637213
S008,executed,R03,15,1.0,14.57639573473081,14.43326460285081,14.495049061262707,14.352556202025777,14.21760482418749,14.36194117102912
S008,executed,R03,17,1.0,13.572952646083145,13.761600418620597,13.909166904623227,14.196554041818633,14.349660897237936,14.271659689156117
S008,executed,R03,19,0.0,14.202291519135375,14.675053163189416,14.189684635653787,14.091335971779683,13.863090933291815,13.96398269502853
S008,executed,R03,21,0.0,14.202244757168323,14.215024995356838,14.652164994024668,14.078319599141707,14.384609972026587,14.346156499075876
S008,executed,R03,23,1.0,14.063761175086585,14.132858088499136,13.962223160932991,14.285326088382506,14.319529235004998,14.302961854929054
S008,executed,R03,25,1.0,13.962235001891813,13.576291434099208,14.023115574528504,14.415737992943633,14.330897503232148,14.46564512835638
S008,executed,R03,27,0.0,14.828357243142252,14.672654247832762,14.815348435618386,14.486685926157756,14.30763509490658,14.342626207990913
S008,executed,R03,29,1.0,14.814310258469199,14.26003831769304,14.784547203186408,14.089662101917016,13.982211708177239,14.102949156304781
S008,executed,R07,1,0.0,15.273986619265935,15.368265597516709,15.29436144809218,14.423791748968483,14.361029413238828,14.48793988265365
S008,executed,R07,3,1.0,14.96812115147747,15.319334188542813,15.393656942497604,14.228706011599593,14.147257280596888,14.395945651464231
S008,executed,R07,5,0.0,15.00439737714127,15.09767488019557,15.211786527999104,14.225855962449154,13.7035659824186,13.890296108763536
S008,executed,R07,7,1.0,15.427407116279614,15.207237998064473,15.28410170169314,13.861635463526003,13.7517497048637,13.822879703152957
S008,executed,R07,9,0.0,15.518060291601277,15.609038919293125,15.565282235321868,14.222487743916219,14.292340073933286,14.234418050817274
S008,executed,R07,11,1.0,14.028061196375333,13.670823859492947,13.800984866039435,14.424838674956314,14.091130195188137,14.128946529487582
S008,executed,R07,13,1.0,14.77432209133842,14.974125964523434,14.967256185848434,14.189727418731694,13.955873506818223,14.002550970776438
S008,executed,R07,15,0.0,15.16051915997436,15.304790005973498,15.323380219160292,13.966432104434325,13.967932671978307,14.168495809652429
S008,executed,R07,17,0.0,14.685962897260136,14.965249909139708,14.991639734978753,13.76930738365735,13.533689285776065,13.754718330723911
